,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,contagiousness,capacity_pct,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
12,31314044,sett24_1,12,9,1500,750,0.4,0.15,8,0,0.2,0.15,300,0.14,0.5,306.2,240.0,42.8,31.549326458737593,120.0,34.99942856676377,4,0.09589294325671105,2,-0.09999999999999998
13,54113761,sett24_1,13,4,2000,2000,0.2,0.55,3,3,0.55,0.25,400,0.44,1.0,85.33333333333333,266.6666666666667,17.333333333333332,48.03008316554208,188.56180831641268,14.29063407348401,2,-0.4703143563561635,2,-0.3333333333333333
14,23935987,sett24_1,14,6,500,500,0.7,0.95,5,3,0.9,0.8,100,0.22,1.0,337.6666666666667,66.66666666666667,39.333333333333336,5.2493385826745405,47.14045207910317,27.824849006278942,2,-0.23655913978494728,2,-0.3333333333333333
15,25279251,sett24_1,15,16,2000,1000,0.75,0.35,10,2,0.25,0.5,400,0.22,0.5,904.375,775.375,360.75,96.13784049478124,841.0387829196701,400.8356115666371,2,0.7184278949619539,2,0.22151679984159098
16,99951390,sett24_1,16,4,2500,2500,0.2,0.85,1,5,0.15,0.2,500,0.34,1.0,125.0,0.0,0.0,17.107503227141788,0.0,0.0,2,-0.4715261958997723,0,0.0
17,12073150,sett24_1,17,5,4000,4000,0.05,0.05,4,9,0.85,0.35,800,0.36,1.0,1.0,533.3333333333334,0.6666666666666666,1.4142135623730951,377.12361663282536,0.9428090415820634,2,-0.3333333333333333,2,-0.3333333333333333
18,10262672,sett24_1,18,11,1000,500,0.35,0.15,6,10,0.5,0.95,200,0.38,0.5,68.0,183.0,27.5,2.3804761428476167,211.41980355050313,22.22423601986504,5,0.17647058823529407,2,-0.082985942801745
19,29864891,sett24_1,19,4,3000,3000,0.75,0.85,1,10,0.3,0.3,600,0.06,1.0,2173.6666666666665,0.0,0.0,146.51583152986876,0.0,0.0,2,-0.236232889238552,0,0.0
20,36086004,sett24_1,20,8,3500,3500,0.3,0.55,7,3,0.95,0.8,700,0.2,1.0,810.75,525.0,127.25,54.001736083203845,303.10889132455355,73.61852688012712,2,-0.29834544246554784,2,-0.16666666666666663
21,81317736,sett24_1,21,5,500,500,0.1,0.15,4,8,0.7,0.55,100,0.1,1.0,1.0,66.66666666666667,0.0,0.816496580927726,47.14045207910317,0.0,2,-0.5,2,-0.3333333333333333
22,80229045,sett24_1,22,5,500,500,0.85,0.75,4,1,0.45,0.1,100,0.32,1.0,453.3333333333333,66.66666666666667,33.333333333333336,47.67482447674967,47.14045207910317,47.14045207910317,2,-0.3028288358753749,2,-0.3333333333333333
23,2456684,sett24_1,23,4,2000,2000,0.4,0.9,2,5,0.4,0.45,400,0.24,1.0,419.0,133.33333333333334,30.666666666666668,24.589970855343985,188.56180831641268,43.36921591277491,2,0.10033076074972437,2,-0.3333333333333335
24,39791197,sett24_1,24,6,2000,1000,0.95,0.85,5,4,0.1,0.85,400,0.34,0.5,1000.0,266.6666666666667,242.66666666666666,0.0,188.56180831641268,171.63980372344355,0,0.0,2,-0.3333333333333333
25,71630893,sett24_1,25,7,4000,4000,0.25,0.8,6,3,0.85,0.4,800,0.42,1.0,296.75,600.0,47.5,113.7813143710337,346.41016151377545,30.696090956341656,2,-0.3049570578210765,2,-0.1666666666666666
26,40720878,sett24_1,26,8,2500,2500,0.8,0.05,2,4,0.6,0.7,500,0.42,1.0,1938.25,41.0,27.75,18.498310733685926,48.119642558938445,32.437439787998066,3,-0.005068493150684932,2,-0.2715396242712157
27,67246228,sett24_1,27,6,1000,500,0.15,0.95,5,10,0.7,0.15,200,0.1,0.5,1.3333333333333333,133.33333333333334,0.3333333333333333,1.8856180831641267,94.28090415820634,0.4714045207910317,2,-0.3333333333333333,2,-0.3333333333333333
28,66712437,sett24_1,28,5,3000,1500,0.7,0.3,4,3,0.2,0.35,600,0.26,0.5,1357.3333333333333,400.0,337.0,140.63032705959583,282.842712474619,238.77325366687674,2,-0.46008060287353736,2,-0.3333333333333333
29,69521450,sett24_1,29,11,4000,2000,0.65,0.7,10,9,0.95,0.2,800,0.1,0.5,1981.0,666.6666666666666,362.3333333333333,42.485291572496,298.14239699997194,256.86485854541405,2,-0.0666666666666667,2,-0.06666666666666662
30,33352047,sett24_1,30,8,4000,4000,0.15,0.4,7,9,0.55,0.45,800,0.48,1.0,9.5,600.0,2.5,2.179449471770337,346.41016151377545,1.5,2,-0.0263157894736842,2,-0.1666666666666666
31,21275785,sett24_1,31,4,1500,750,0.75,0.65,1,3,0.65,0.4,300,0.14,0.5,736.0,0.0,0.0,19.79898987322333,0.0,0.0,2,-0.3333333333333333,0,0.0
